0	27.995
0.005	14.761
0.01	0.979
0.015	-13.052
0.02	-26.912
0.025	-40.273
0.03	-53.057
0.035	-65.425
0.04	-77.622
0.045	-89.754
0.05	-101.645
0.055	-112.87
0.06	-122.947
0.065	-131.583
0.07	-138.818
0.075	-144.994
0.08	-150.553
0.085	-155.801
0.09	-160.78
0.095	-165.325
0.1	-169.264
0.105	-172.61
0.11	-175.629
0.115	-178.7
0.12	-182.069
0.125	-185.661
0.13	-189.081
0.135	-191.832
0.14	-193.632
0.145	-194.613
0.15	-195.275
0.155	-196.186
0.16	-197.614
0.165	-199.321
0.17	-200.675
0.175	-201.041
0.18	-200.22
0.185	-198.682
0.19	-197.409
0.195	-197.422
0.2	-199.243
0.205	-202.602
0.21	-206.553
0.215	-209.946
0.22	-211.99
0.225	-212.588
0.23	-212.306
0.235	-212.001
0.24	-212.355
0.245	-213.585
0.25	-215.451
0.255	-217.519
0.26	-219.472
0.265	-221.287
0.27	-223.182
0.275	-225.404
0.28	-228.019
0.285	-230.84
0.29	-233.52
0.295	-235.742
0.3	-237.372
0.305	-238.497
0.31	-239.338
0.315	-240.102
0.32	-240.873
0.325	-241.595
0.33	-242.156
0.335	-242.514
0.34	-242.808
0.345	-243.382
0.35	-244.708
0.355	-247.212
0.36	-251.067
0.365	-256.049
0.37	-261.536
0.375	-266.702
0.38	-270.831
0.385	-273.64
0.39	-275.418
0.395	-276.907
0.4	-278.967
0.405	-282.186
0.41	-286.67
0.415	-292.106
0.42	-298.058
0.425	-304.289
0.43	-310.907
0.435	-318.23
0.44	-326.484
0.445	-335.552
0.45	-344.956
0.455	-354.1
0.46	-362.596
0.465	-370.439
0.47	-377.889
0.475	-385.129
0.48	-391.926
0.485	-397.553
0.49	-401.047
0.495	-401.662
0.5	-399.263
0.505	-394.428
0.51	-388.219
0.515	-381.793
0.52	-376.065
0.525	-371.603
0.53	-368.716
0.535	-367.618
0.54	-368.541
0.545	-371.748
0.55	-377.486
0.555	-385.935
0.56	-397.128
0.565	-410.766
0.57	-425.916
0.575	-440.721
0.58	-452.385
0.585	-457.682
0.59	-453.964
0.595	-440.323
0.6	-418.353
0.605	-392.029
0.61	-366.656
0.615	-347.321
0.62	-337.552
0.625	-338.796
0.63	-350.813
0.635	-372.601
0.64	-403.178
0.645	-441.775
0.65	-487.399
0.655	-538.205
0.66	-591.22
0.665	-642.665
0.67	-688.729
0.675	-726.323
0.68	-753.397
0.685	-768.74
0.69	-771.556
0.695	-761.19
0.7	-737.253
0.705	-699.989
0.71	-650.539
0.715	-590.819
0.72	-523.015
0.725	-449.029
0.73	-370.218
0.735	-287.595
0.74	-202.253
0.745	-115.63
0.75	-29.343
0.755	55.344
0.76	138.009
0.765	219.096
0.77	299.366
0.775	379.039
0.78	457.161
0.785	531.597
0.79	599.624
0.795	658.749
0.8	707.231
0.805	744.08
0.81	768.691
0.815	780.547
0.82	779.354
0.825	765.573
0.83	740.989
0.835	708.818
0.84	673.14
0.845	637.881
0.85	605.871
0.855	578.451
0.86	555.753
0.865	537.389
0.87	523.044
0.875	512.666
0.88	506.266
0.885	503.62
0.89	504.197
0.895	507.403
0.9	512.938
0.905	520.972
0.91	531.964
0.915	546.206
0.92	563.408
0.925	582.562
0.93	602.158
0.935	620.574
0.94	636.402
0.945	648.59
0.95	656.439
0.955	659.617
0.96	658.246
0.965	652.987
0.97	644.948
0.975	635.34
0.98	625.019
0.985	614.189
0.99	602.483
0.995	589.419
1	574.919
1.005	559.506
1.01	544.013
1.015	528.971
