370	-0.908
370.01	-0.815
370.02	-0.739
370.03	-0.673
370.04	-0.615
370.05	-0.57
370.06	-0.543
370.07	-0.534
370.08	-0.541
370.09	-0.558
370.1	-0.58
370.11	-0.6
370.12	-0.611
370.13	-0.61
370.14	-0.592
370.15	-0.556
370.16	-0.503
370.17	-0.439
370.18	-0.369
370.19	-0.297
370.2	-0.227
370.21	-0.165
370.22	-0.113
370.23	-0.076
370.24	-0.058
370.25	-0.056
370.26	-0.065
370.27	-0.079
370.28	-0.095
370.29	-0.119
370.3	-0.158
370.31	-0.208
370.32	-0.258
370.33	-0.293
370.34	-0.303
370.35	-0.279
370.36	-0.217
370.37	-0.115
370.38	0.021
370.39	0.186
370.4	0.37
370.41	0.555
370.42	0.726
370.43	0.87
370.44	0.976
370.45	1.037
370.46	1.052
370.47	1.027
370.48	0.969
370.49	0.887
370.5	0.787
370.51	0.676
370.52	0.556
370.53	0.434
370.54	0.312
370.55	0.196
370.56	0.097
370.57	0.028
370.58	-0.002
370.59	0.01
370.6	0.064
370.61	0.157
370.62	0.277
370.63	0.413
370.64	0.551
370.65	0.68
370.66	0.79
370.67	0.874
370.68	0.927
370.69	0.949
370.7	0.94
370.71	0.902
370.72	0.837
370.73	0.747
370.74	0.637
370.75	0.515
370.76	0.388
370.77	0.262
370.78	0.144
370.79	0.039
370.8	-0.053
370.81	-0.138
370.82	-0.218
370.83	-0.297
370.84	-0.371
370.85	-0.439
370.86	-0.493
370.87	-0.524
370.88	-0.522
370.89	-0.484
370.9	-0.413
370.91	-0.316
370.92	-0.198
370.93	-0.065
370.94	0.077
370.95	0.224
370.96	0.366
370.97	0.496
370.98	0.61
370.99	0.705
371	0.781
371.01	0.841
371.02	0.89
371.03	0.935
371.04	0.978
371.05	1.012
371.06	1.027
371.07	1.018
371.08	0.98
371.09	0.913
371.1	0.82
371.11	0.708
371.12	0.588
371.13	0.469
371.14	0.366
371.15	0.291
371.16	0.253
371.17	0.256
371.18	0.3
371.19	0.386
371.2	0.511
371.21	0.677
371.22	0.877
371.23	1.095
371.24	1.306
371.25	1.493
371.26	1.641
371.27	1.744
371.28	1.799
371.29	1.811
