10	0.162
10.01	0.208
10.02	0.261
10.03	0.319
10.04	0.381
10.05	0.444
10.06	0.507
10.07	0.567
10.08	0.624
10.09	0.674
10.1	0.718
10.11	0.753
10.12	0.779
10.13	0.794
10.14	0.793
10.15	0.775
10.16	0.739
10.17	0.688
10.18	0.624
10.19	0.554
10.2	0.487
10.21	0.431
10.22	0.388
10.23	0.362
10.24	0.353
10.25	0.356
10.26	0.363
10.27	0.368
10.28	0.366
10.29	0.356
10.3	0.34
10.31	0.318
10.32	0.293
10.33	0.268
10.34	0.237
10.35	0.184
10.36	0.097
10.37	-0.027
10.38	-0.181
10.39	-0.355
10.4	-0.532
10.41	-0.69
10.42	-0.804
10.43	-0.864
10.44	-0.876
10.45	-0.856
10.46	-0.822
10.47	-0.789
10.48	-0.769
10.49	-0.764
10.5	-0.77
10.51	-0.772
10.52	-0.759
10.53	-0.724
10.54	-0.664
10.55	-0.578
10.56	-0.473
10.57	-0.357
10.58	-0.237
10.59	-0.124
10.6	-0.025
10.61	0.054
10.62	0.106
10.63	0.128
10.64	0.117
10.65	0.076
10.66	0.009
10.67	-0.076
10.68	-0.174
10.69	-0.28
10.7	-0.39
10.71	-0.499
10.72	-0.603
10.73	-0.695
10.74	-0.773
10.75	-0.831
10.76	-0.866
10.77	-0.878
10.78	-0.872
10.79	-0.852
10.8	-0.822
10.81	-0.786
10.82	-0.748
10.83	-0.707
10.84	-0.654
10.85	-0.582
10.86	-0.49
10.87	-0.384
10.88	-0.273
10.89	-0.166
10.9	-0.07
10.91	0.006
10.92	0.059
10.93	0.086
10.94	0.086
10.95	0.064
10.96	0.027
10.97	-0.013
10.98	-0.048
10.99	-0.075
11	-0.092
11.01	-0.099
11.02	-0.096
11.03	-0.084
11.04	-0.061
11.05	-0.027
11.06	0.021
11.07	0.081
11.08	0.141
11.09	0.188
11.1	0.214
11.11	0.219
11.12	0.211
11.13	0.199
11.14	0.19
11.15	0.191
11.16	0.204
11.17	0.222
11.18	0.232
11.19	0.226
11.2	0.201
11.21	0.165
11.22	0.125
11.23	0.086
11.24	0.053
11.25	0.026
11.26	0.006
11.27	-0.004
11.28	-0.004
11.29	0.004
11.3	0.015
11.31	0.025
11.32	0.03
11.33	0.03
11.34	0.026
11.35	0.025
11.36	0.037
11.37	0.073
11.38	0.132
11.39	0.201
11.4	0.266
11.41	0.318
11.42	0.354
11.43	0.375
11.44	0.381
11.45	0.37
11.46	0.341
11.47	0.294
11.48	0.238
11.49	0.179
11.5	0.126
11.51	0.083
11.52	0.057
11.53	0.048
11.54	0.052
11.55	0.064
11.56	0.078
11.57	0.088
11.58	0.09
11.59	0.08
11.6	0.06
11.61	0.032
11.62	-0.002
11.63	-0.036
11.64	-0.064
11.65	-0.083
11.66	-0.094
11.67	-0.099
11.68	-0.1
11.69	-0.1
11.7	-0.099
11.71	-0.097
11.72	-0.094
11.73	-0.086
11.74	-0.072
11.75	-0.05
11.76	-0.018
11.77	0.024
11.78	0.069
11.79	0.107
11.8	0.131
11.81	0.143
11.82	0.151
11.83	0.163
11.84	0.187
11.85	0.227
11.86	0.284
11.87	0.354
11.88	0.429
11.89	0.499
11.9	0.562
11.91	0.62
11.92	0.674
11.93	0.726
11.94	0.774
11.95	0.816
11.96	0.849
11.97	0.869
11.98	0.871
11.99	0.852
12	0.808
12.01	0.737
12.02	0.644
12.03	0.538
12.04	0.429
12.05	0.328
12.06	0.239
12.07	0.166
12.08	0.112
12.09	0.076
12.1	0.057
12.11	0.055
12.12	0.068
12.13	0.095
12.14	0.137
12.15	0.193
12.16	0.263
12.17	0.345
12.18	0.433
12.19	0.521
12.2	0.604
12.21	0.683
12.22	0.759
12.23	0.834
12.24	0.899
12.25	0.945
12.26	0.965
12.27	0.955
12.28	0.919
12.29	0.859
12.3	0.785
12.31	0.707
12.32	0.634
12.33	0.562
12.34	0.481
12.35	0.38
12.36	0.257
12.37	0.109
12.38	-0.057
12.39	-0.232
12.4	-0.4
12.41	-0.547
12.42	-0.666
12.43	-0.76
12.44	-0.831
12.45	-0.883
12.46	-0.915
12.47	-0.93
12.48	-0.929
12.49	-0.921
12.5	-0.911
12.51	-0.904
12.52	-0.901
12.53	-0.901
12.54	-0.904
12.55	-0.909
12.56	-0.913
12.57	-0.916
12.58	-0.913
12.59	-0.9
12.6	-0.879
12.61	-0.853
12.62	-0.829
12.63	-0.811
12.64	-0.802
12.65	-0.802
12.66	-0.807
12.67	-0.807
12.68	-0.791
12.69	-0.752
12.7	-0.691
12.71	-0.617
12.72	-0.538
12.73	-0.458
12.74	-0.383
12.75	-0.316
12.76	-0.261
12.77	-0.221
12.78	-0.197
12.79	-0.186
12.8	-0.182
12.81	-0.183
12.82	-0.185
12.83	-0.188
12.84	-0.19
12.85	-0.191
12.86	-0.19
12.87	-0.184
12.88	-0.173
12.89	-0.15
12.9	-0.116
12.91	-0.072
12.92	-0.027
12.93	0.014
12.94	0.048
12.95	0.077
12.96	0.102
12.97	0.125
12.98	0.145
12.99	0.162
13	0.172
13.01	0.168
13.02	0.147
13.03	0.11
13.04	0.064
13.05	0.014
13.06	-0.033
13.07	-0.078
13.08	-0.119
13.09	-0.154
13.1	-0.18
13.11	-0.192
13.12	-0.191
13.13	-0.178
13.14	-0.156
13.15	-0.128
13.16	-0.094
13.17	-0.057
13.18	-0.016
13.19	0.025
13.2	0.065
13.21	0.1
13.22	0.128
13.23	0.144
13.24	0.147
13.25	0.14
13.26	0.124
13.27	0.103
13.28	0.078
13.29	0.047
13.3	0.011
13.31	-0.031
13.32	-0.079
13.33	-0.133
13.34	-0.188
13.35	-0.241
13.36	-0.287
13.37	-0.325
13.38	-0.354
13.39	-0.376
13.4	-0.389
13.41	-0.395
13.42	-0.392
13.43	-0.383
13.44	-0.366
13.45	-0.343
13.46	-0.317
13.47	-0.291
13.48	-0.268
13.49	-0.245
13.5	-0.214
13.51	-0.17
13.52	-0.11
13.53	-0.039
13.54	0.039
13.55	0.119
13.56	0.193
13.57	0.257
13.58	0.309
13.59	0.35
13.6	0.385
13.61	0.413
13.62	0.432
13.63	0.437
13.64	0.429
13.65	0.409
13.66	0.383
13.67	0.355
13.68	0.327
13.69	0.301
13.7	0.279
13.71	0.259
13.72	0.24
13.73	0.223
13.74	0.212
13.75	0.212
13.76	0.225
13.77	0.248
13.78	0.279
13.79	0.311
13.8	0.341
13.81	0.365
13.82	0.379
13.83	0.383
13.84	0.378
13.85	0.366
13.86	0.351
13.87	0.336
13.88	0.326
13.89	0.319
13.9	0.312
13.91	0.302
13.92	0.29
13.93	0.279
13.94	0.273
13.95	0.275
13.96	0.288
13.97	0.313
13.98	0.348
13.99	0.389
14	0.431
14.01	0.472
14.02	0.513
14.03	0.556
14.04	0.603
14.05	0.653
14.06	0.707
14.07	0.759
14.08	0.8
14.09	0.82
14.1	0.819
14.11	0.799
14.12	0.766
14.13	0.725
14.14	0.678
14.15	0.628
14.16	0.577
14.17	0.527
14.18	0.482
14.19	0.443
14.2	0.409
14.21	0.382
14.22	0.362
14.23	0.348
14.24	0.34
14.25	0.337
14.26	0.329
14.27	0.308
14.28	0.272
14.29	0.227
